grade,Year,emp_length,acc_open_past_24mths_x,annual_inc_x,bc_util_x,dti_x,inq_last_6mths_x,mo_sin_old_rev_tl_op_x,mo_sin_rcnt_rev_tl_op_x,mo_sin_rcnt_tl_x,mort_acc_x,mths_since_recent_bc_x,num_accts_ever_120_pd_x,num_actv_bc_tl_x,num_il_tl_x,num_bc_sats_x,open_acc_x,pub_rec_bankruptcies_x,pub_rec_x,recoveries_x,tot_cur_bal_x,total_bc_limit_x
B,2014,7 years,1,18000,57.5,8.47,0,73,7,7,0,38,0,2,0,2,4,0,0,0,3397,5500
D,2014,6 years,4,31900,93.5,28.48,0,90,24,23,0,24,0,2,6,2,6,0,0,0,27122,5000
B,2014,10+ years,2,65000,96,19.9,0,121,74,15,2,115,1,1,8,1,5,0,0,0,259045,5000
A,2014,< 1 year,3,99000,72.5,11.96,0,134,10,4,0,10,2,2,21,2,13,0,0,0,76851,7500
C,2014,10+ years,6,67000,80.2,24.59,1,158,13,13,2,13,0,11,1,12,19,0,0,0,261503,39600
D,2014,1 year,2,125000,82.6,12.01,2,210,2,2,2,2,3,5,4,6,18,0,0,0,178233,22100
A,2014,1 year,3,83300,97.4,24.81,1,218,26,6,0,76,0,2,29,2,23,0,0,0,172405,14300
C,2014,< 1 year,0,42000,98.7,19.54,0,168,47,36,0,47,0,3,1,3,5,0,0,0,23384,11800
B,2014,1 year,4,125000,46,18.99,1,134,3,3,7,99,0,1,10,3,12,0,0,0,360586,30000
C,2014,3 years,9,68000,93.7,20.46,1,86,0,0,4,7,0,7,3,7,14,0,0,458.52,111038,9200
G,2014,1 year,4,40000,46.7,27.75,1,64,8,8,0,9,0,1,13,1,4,0,0,0,40006,4000
B,2014,4 years,0,22800,70.2,19.63,0,227,31,31,2,31,0,6,1,6,11,0,0,0,36285,10700
C,2014,4 years,4,36000,63,33.3,0,97,8,8,0,10,0,3,4,6,10,0,0,0,47565,28000
B,2014,8 years,8,51000,59.7,19.6,0,99,1,1,1,7,0,5,3,7,12,0,0,0,153481,18800
C,2014,7 years,3,45000,82.8,26.99,0,143,19,15,2,143,1,1,7,1,5,0,0,0,238712,6500
C,2014,10+ years,2,50000,73.5,14.81,0,160,16,16,5,16,0,5,3,5,8,0,0,0,185238,25300
A,2014,< 1 year,2,60000,48.4,15.49,0,176,13,13,3,13,0,6,0,7,13,0,0,0,167457,61200
C,2014,10+ years,4,60548,87.3,17.24,0,332,11,11,0,24,0,6,4,6,15,0,0,0,36846,26200
E,2014,4 years,11,67000,66,17.2,1,91,3,3,0,3,5,9,13,9,15,0,0,0,28675,17100
A,2014,3 years,3,45000,2.5,19.87,0,109,13,13,0,18,0,1,2,3,9,0,0,0,2146,16500
C,2014,10+ years,0,70000,49.5,23.5,0,240,58,37,2,58,0,5,2,7,12,0,0,0,115318,54600
B,2014,1 year,5,35000,0,21.43,0,58,10,10,0,10,0,0,2,6,14,0,0,0,25947,17900
A,2014,10+ years,5,340000,11,7.08,0,156,22,8,9,22,0,2,14,4,14,0,0,0,855994,34000
C,2014,10+ years,4,120776,94.5,11.72,1,444,19,13,3,20,6,4,10,5,12,0,0,0,82327,20100
B,2014,7 years,2,150000,93.2,11.4,0,189,15,15,2,15,0,6,14,7,15,0,0,0,481922,41500
B,2014,10+ years,7,75000,86.4,32.59,1,150,9,9,3,17,0,4,5,4,14,0,0,0,172768,28600
D,2014,8 years,5,53760,76.8,20.58,1,315,9,9,8,9,2,3,4,3,11,0,0,0,360275,22000
C,2014,< 1 year,8,325000,96.8,14.81,1,280,3,3,2,18,0,5,12,8,17,0,0,0,614387,70000
C,2014,7 years,5,37000,98.2,9.6,0,103,12,12,0,12,0,4,22,4,20,0,0,0,68311,5300
A,2014,10+ years,8,45000,16.3,34.28,3,440,6,5,0,12,0,7,5,13,27,0,0,0,34990,90000
B,2014,3 years,6,90000,83.7,22.23,0,258,5,5,0,20,0,2,22,2,11,1,1,388.59,67044,5800
A,2014,10+ years,6,165000,12.6,5.44,0,171,2,2,7,2,0,10,10,16,20,0,0,0,631689,173900
D,2014,4 years,4,60000,12.2,20.8,0,116,24,3,0,24,0,2,3,4,7,0,0,0,23330,45000
C,2014,3 years,6,85000,75.5,15.74,1,210,7,4,3,7,0,4,8,4,10,0,0,0,54654,33700
B,2014,4 years,4,60000,87.4,20.12,0,73,2,2,0,2,0,5,14,6,20,0,0,0,36815,14900
B,2014,3 years,2,63000,71.2,22.42,0,138,26,3,0,26,0,5,3,7,10,0,0,0,51187,32200
B,2014,4 years,1,36000,57.5,14.2,0,177,11,11,0,83,0,2,4,4,11,0,0,0,44769,15200
A,2014,< 1 year,1,75000,85.3,14.44,0,126,17,17,2,26,0,6,5,6,12,0,0,0,35901,42000
B,2014,4 years,4,70000,86.4,9.1,1,133,9,4,2,28,0,1,17,1,6,0,0,0,16828,2000
D,2014,3 years,4,50000,57,10.15,0,127,11,9,0,11,3,2,9,2,8,0,0,0,10251,2500
A,2014,10+ years,1,62065,0,16.05,1,204,15,15,2,15,0,0,13,2,14,0,0,0,117587,3700
B,2014,4 years,4,30000,33.2,7.04,0,40,3,3,0,3,0,4,0,6,7,0,0,0,4555,13700
C,2014,4 years,5,69000,40.2,7.58,0,234,2,2,1,2,1,3,4,4,11,0,0,0,160139,13000
D,2014,4 years,2,37000,60.5,22.63,0,143,2,2,0,2,0,4,11,4,12,0,0,259.53,8732,4600
A,2014,1 year,1,82000,73.6,13.61,0,284,16,16,2,16,0,2,9,3,6,0,0,0,189705,19600
B,2014,3 years,6,48000,51.4,27.05,0,201,9,9,1,9,0,7,38,9,31,0,0,0,275160,26900
C,2014,< 1 year,0,60000,95.9,14.64,0,175,31,31,0,40,1,3,4,3,7,0,0,0,13734,10400
A,2014,10+ years,3,75000,18.7,8.37,0,127,6,6,1,6,0,3,1,4,5,0,0,0,209406,44300
E,2014,2 years,9,75500,41.9,39.83,0,190,8,1,0,8,0,5,29,8,21,0,0,0,105968,66500
A,2014,8 years,4,77000,19.8,33.51,0,172,4,4,0,4,0,5,34,12,23,0,0,0,190609,29400
B,2014,10+ years,5,70000,67.2,19.11,0,38,14,2,0,14,0,4,5,4,8,0,0,0,21105,12800
C,2014,10+ years,3,49000,65.1,26.79,0,134,19,12,4,19,0,3,18,3,7,1,1,0,45155,11600
D,2014,10+ years,5,45548,87.4,27.19,1,222,7,5,3,7,0,4,25,4,23,0,0,0,189956,7800
F,2014,< 1 year,3,30000,20.4,21.88,2,71,2,2,0,2,0,4,5,4,10,0,0,0,43416,43700
A,2014,3 years,3,120000,69.7,13.1,0,174,16,16,0,21,3,4,11,4,12,0,0,0,22863,10300
C,2014,9 years,2,75000,18.1,18.51,0,161,23,4,1,32,2,2,3,2,6,0,0,0,291328,15100
B,2014,6 years,4,36000,26.9,7.4,0,78,3,3,1,3,0,1,3,2,5,1,1,0,105424,2000
C,2014,1 year,5,95000,77.5,18.02,4,169,1,1,0,2,0,9,7,10,21,0,0,0,32564,33100
B,2014,5 years,2,45000,91.5,21.23,0,109,10,10,0,33,0,3,1,3,11,0,0,0,22455,7300
A,2014,10+ years,2,163000,12.2,2.78,1,293,15,15,3,15,3,2,6,4,8,0,0,0,341504,27900
D,2014,10+ years,2,43000,68,29.61,0,358,5,5,0,5,0,4,2,4,7,0,0,0,117165,28400
B,2014,10+ years,2,108000,92.1,20.62,0,133,27,8,0,27,0,3,10,3,8,0,0,0,63020,24500
A,2014,10+ years,5,69000,46.2,18.21,0,146,7,7,7,7,2,2,10,6,15,0,0,0,315553,14300
A,2014,1 year,2,29250,45.6,8.45,0,167,6,6,0,6,0,3,0,3,8,0,0,0,4557,9000
A,2014,10+ years,0,98000,76.8,17.15,0,202,33,33,5,33,0,5,10,5,10,0,0,0,517565,34200
D,2014,7 years,2,70000,63.1,16.63,0,78,14,14,0,14,0,5,3,6,9,0,0,0,36070,15400
C,2014,< 1 year,6,25000,61,20.13,1,16,2,2,0,2,0,3,5,3,8,0,0,0,48889,4900
A,2014,10+ years,5,60000,22.9,19.36,1,225,9,4,0,9,0,6,11,11,19,0,0,0,36409,46600
B,2014,10+ years,3,50000,65.7,11.71,0,389,11,11,2,18,0,3,2,3,12,0,0,0,48946,10500
D,2014,3 years,2,48000,96.8,18.01,0,66,23,23,0,27,0,3,2,3,9,0,0,0,46477,8500
A,2014,1 year,3,159000,29.5,21.86,1,114,18,5,0,18,0,2,17,3,5,0,0,0,234429,42900
D,2014,1 year,3,27000,31.4,28.76,0,113,10,10,0,10,0,1,4,5,14,0,0,0,21474,11400
A,2014,4 years,4,130000,76.6,2.22,0,205,3,3,3,3,2,3,5,3,7,0,0,0,360846,15800
A,2014,4 years,1,100000,47.1,5.57,0,122,47,18,0,47,0,2,16,3,6,0,0,0,14353,17500
E,2014,10+ years,3,48000,98.2,38.65,0,174,37,3,0,142,2,1,9,1,7,0,0,0,40619,1200
C,2014,2 years,0,105000,98.5,9.22,0,136,35,25,2,35,1,2,4,2,3,0,0,0,30717,11500
B,2014,< 1 year,7,115000,72,27.52,1,206,5,5,0,44,0,4,8,4,21,0,0,0,98811,37500
B,2014,10+ years,3,30000,51.1,30.28,1,370,5,5,1,22,7,3,9,3,10,1,1,0,26698,3600
A,2014,10+ years,2,60000,25.7,21.64,0,153,26,4,3,26,0,3,3,6,14,0,0,0,176022,38700
A,2014,1 year,3,42000,43.5,19.83,0,124,7,7,0,7,0,3,13,3,10,0,0,0,48868,11500
C,2014,< 1 year,4,52000,97,5.86,0,42,4,4,0,17,0,2,1,2,6,0,0,0,6547,2500
D,2014,4 years,4,32000,96.6,24.46,0,174,10,10,1,77,0,4,1,5,8,0,0,0,83687,28500
B,2014,2 years,4,40000,30.3,11.76,1,219,3,3,5,3,0,1,10,4,6,1,1,0,11943,10800
A,2014,9 years,5,73000,79.5,15.58,1,167,5,5,4,5,0,3,5,3,8,0,0,0,365605,22800
A,2014,5 years,1,120000,73,23.12,0,275,12,12,2,63,1,8,13,8,13,0,0,0,88842,89800
B,2014,10+ years,3,75000,64.5,28.11,0,171,9,9,0,9,0,3,20,4,11,0,0,0,140780,18700
A,2014,10+ years,5,130000,70.3,21.84,1,173,24,5,4,47,0,3,14,3,13,0,0,0,378982,46700
B,2014,< 1 year,5,145000,62.9,8.42,0,138,9,4,2,9,0,4,3,5,10,1,1,0,43714,13800
B,2014,10+ years,4,154000,27.3,10.88,4,217,4,4,1,4,0,6,17,6,12,0,0,0,87413,35600
C,2014,10+ years,3,151000,101.2,14.72,1,213,5,5,4,86,0,3,6,3,9,0,0,0,230996,33500
C,2014,7 years,3,30000,95.4,34.8,0,98,14,14,0,14,0,3,3,3,7,0,0,0,17224,5500
B,2014,< 1 year,4,34000,0.3,19.45,1,81,5,5,0,5,1,1,20,4,23,0,0,0,88152,6400
D,2014,7 years,3,45000,97.1,17.47,2,143,1,1,3,42,0,2,3,3,7,0,0,0,31705,15200
C,2014,10+ years,9,100000,79.7,16.9,1,270,1,1,5,9,0,5,8,5,10,0,1,0,523007,35500
C,2014,< 1 year,6,50000,25.6,25.44,2,167,3,3,4,3,1,2,11,2,11,0,0,0,209032,5900
D,2014,4 years,1,52000,81.5,26.68,0,233,31,22,0,87,0,2,16,2,13,0,1,0,80085,26000
D,2014,10+ years,4,76000,48.3,32.71,0,164,6,6,7,36,0,5,4,5,15,0,0,0,219645,42700
B,2014,10+ years,5,44000,69.6,23.9,0,98,1,1,2,7,0,5,6,5,11,1,1,0,285286,12700
A,2014,9 years,11,48000,69.4,21.2,0,86,3,3,0,3,0,4,10,5,16,0,0,0,50325,9800
G,2014,9 years,5,105000,93.9,21.46,2,129,5,5,8,43,0,5,11,5,15,0,0,0,328828,28700
C,2014,< 1 year,6,22000,97.6,10.97,1,59,1,1,0,17,0,2,11,2,13,0,0,0,16609,3200
D,2014,10+ years,3,38000,89.8,14.43,0,247,11,11,0,15,0,4,5,5,10,0,0,0,14682,8200
C,2014,10+ years,7,98000,64.1,13.81,1,87,9,7,0,13,0,4,7,4,8,0,0,0,35884,9700
A,2014,< 1 year,2,89000,45.4,9.43,1,237,5,5,0,25,0,1,4,4,10,0,0,0,23077,36200
E,2014,4 years,5,51000,99.2,16.89,0,38,2,2,1,2,0,2,18,2,7,0,0,0,161076,5000
A,2014,10+ years,6,125000,12.3,10.36,0,323,7,7,12,11,0,9,1,12,36,0,0,0,643029,145400
D,2014,3 years,5,65500,85.7,20.8,2,131,4,3,1,6,0,3,17,3,8,0,0,0,47442,10000
D,2014,10+ years,5,75000,97.4,32.93,0,197,9,9,5,9,0,2,13,3,15,0,0,0,400979,13200
A,2014,3 years,1,75000,73.4,17.3,0,155,52,23,3,52,0,3,11,3,8,0,0,0,221274,31000
C,2014,2 years,3,65000,43.1,21.42,3,179,26,11,2,26,0,6,6,7,14,0,0,0,214086,15400
D,2014,10+ years,9,118560,79.2,26.76,1,136,6,6,4,6,0,10,21,11,28,0,0,0,438767,49800
A,2014,1 year,11,82000,50.8,24.31,0,132,7,7,2,7,0,6,12,9,20,0,0,0,198698,44400
B,2014,10+ years,2,180000,76.6,11.57,0,278,7,7,2,59,0,3,5,4,9,0,0,0,339617,47800
A,2014,1 year,2,68000,90.7,25.96,1,177,5,5,0,5,0,8,24,8,13,0,0,0,141820,31800
B,2014,4 years,3,35000,72.2,20.13,0,86,6,6,0,17,0,3,3,4,8,0,0,0,15489,7100
D,2014,8 years,2,15000,84.1,11.04,1,61,11,11,0,11,0,1,0,2,2,0,0,0,4372,5200
D,2014,8 years,2,56000,41.1,14.21,0,100,24,6,0,24,1,3,4,3,6,0,0,0,38370,14000
C,2014,10+ years,2,40000,61.1,14.31,2,138,4,4,7,4,4,2,3,3,11,0,0,0,9080,10100
B,2014,10+ years,3,85000,51.6,12.81,1,192,1,1,4,21,0,5,6,7,14,0,0,0,182443,19000
B,2014,1 year,7,94700,61.3,20.53,1,108,6,6,1,15,1,8,10,10,17,1,1,0,62130,43500
G,2014,8 years,5,29120,0,25.31,1,274,9,9,5,23,1,0,7,2,7,1,1,0,31206,1700
B,2014,10+ years,4,65000,58.9,18.91,0,166,3,3,1,3,0,6,6,6,11,0,0,0,51974,32300
D,2014,10+ years,1,65000,95.4,30.95,0,124,41,22,0,41,0,7,6,7,15,0,0,0,67535,10600
D,2014,10+ years,10,68000,87.1,30.57,2,235,3,3,2,3,3,2,22,2,11,0,0,0,75979,3100
D,2014,8 years,2,25000,64.2,38.93,1,378,6,6,0,6,1,2,4,2,6,0,0,0,36872,14000
A,2014,10+ years,6,52000,17.6,12.28,0,209,3,3,3,20,0,8,5,14,26,0,0,0,162947,84800
B,2014,10+ years,7,55000,96.9,9.43,1,167,4,4,4,7,0,2,5,2,6,0,0,0,121940,13500
F,2014,6 years,3,46000,53.4,26.46,0,140,11,11,0,11,0,5,6,5,11,0,0,0,31214,21100
D,2014,10+ years,4,94500,85.8,31.06,0,313,1,1,2,1,0,11,4,11,25,0,0,0,311998,38300
A,2014,10+ years,2,84000,59.4,21.96,0,225,19,19,2,19,0,2,3,4,7,0,0,0,591693,78800
D,2014,10+ years,3,50000,94.9,27,0,158,6,6,4,6,0,4,4,4,9,0,0,0,161175,15100
A,2014,10+ years,2,48000,87.7,33.25,1,205,4,4,3,4,0,7,25,7,16,0,0,0,155354,21100
C,2014,5 years,2,24000,97.4,29.28,0,57,4,4,0,4,0,2,1,2,5,0,0,0,11530,3300
A,2014,< 1 year,5,112000,53.9,21.87,1,135,4,4,0,91,1,4,59,5,34,0,0,0,278111,7600
D,2014,10+ years,10,55000,33.2,30.2,0,60,10,10,1,18,0,3,14,3,12,1,1,0,178606,6300
D,2014,10+ years,3,78000,72.8,9.04,1,151,27,3,3,48,0,2,10,2,8,0,0,523.83,62445,4300
F,2014,10+ years,4,74699,97.1,21.29,0,258,4,4,1,4,0,6,15,7,15,0,0,0,269363,24600
B,2014,7 years,7,61400,36.6,8.57,2,160,5,5,7,5,2,2,16,2,7,1,1,0,23608,3800
B,2014,10+ years,4,35000,39.7,20.61,0,105,14,14,1,14,0,4,2,4,13,1,1,0,77462,10400
A,2014,10+ years,4,44000,27,13.88,0,155,11,11,3,11,0,2,5,3,6,0,0,0,136681,23400
B,2014,8 years,4,92000,59.7,29.67,1,303,3,3,0,6,0,11,18,14,28,0,0,0,145867,42400
C,2014,1 year,10,40000,37.6,31.05,2,193,1,1,0,4,1,7,8,7,16,0,0,0,25574,17700
B,2014,10+ years,2,100000,91.5,9.44,0,95,34,15,0,95,1,1,3,1,8,0,0,0,34772,7200
D,2014,< 1 year,9,20000,27.2,12.55,3,33,4,4,0,6,0,6,1,7,12,0,0,0,5393,15900
D,2014,2 years,4,45000,61.6,30.77,1,121,4,4,0,15,5,4,14,5,13,0,0,0,63052,4600
G,2014,10+ years,3,144900,94.7,17.41,1,473,4,4,3,4,0,11,13,12,23,0,0,0,365805,32400
C,2014,7 years,7,63000,99.4,24.38,0,132,6,5,0,19,0,4,15,4,14,0,0,0,60697,23100
C,2014,10+ years,2,46000,50.8,30.73,1,261,10,10,1,20,0,7,3,7,12,0,0,0,66153,32500
D,2014,10+ years,4,48400,91.8,27.85,0,239,19,10,3,43,0,3,4,3,11,0,0,0,30093,10600
B,2014,9 years,2,58200,90.8,14.49,0,60,10,6,0,28,0,2,9,2,9,1,1,0,82292,3500
D,2014,3 years,8,75000,38.4,19.46,0,125,7,3,1,7,1,1,11,2,8,0,0,0,52860,1800
B,2014,10+ years,2,80000,44.1,28.95,1,227,4,4,2,4,0,6,9,8,15,0,0,0,127405,97900
D,2014,5 years,3,45000,97.2,32.83,1,88,3,3,0,3,0,4,11,4,10,0,0,0,35836,7000
B,2014,10+ years,0,68000,96.2,12.69,1,334,33,33,1,33,3,3,9,3,12,0,0,0,260493,13100
C,2014,3 years,6,52000,39.1,13.11,0,79,3,3,0,3,0,4,2,6,8,0,0,0,19087,28300
A,2014,10+ years,2,63360,4.5,0.95,0,233,22,14,3,22,0,2,2,4,5,0,0,0,45450,40600
B,2014,10+ years,11,90000,89.3,20.41,0,172,1,1,1,1,0,5,14,7,24,0,0,0,278218,10000
B,2014,< 1 year,10,49283,24.5,17.41,1,99,1,1,0,2,0,5,3,10,21,0,0,0,23850,36500
D,2014,9 years,0,45000,55.8,22.13,0,184,32,32,0,35,0,5,5,5,8,0,0,0,29222,16400
A,2014,< 1 year,6,51000,32.7,5.27,1,96,8,2,0,8,0,3,25,4,7,0,0,0,227918,30200
C,2014,10+ years,5,79000,94.7,19.14,2,228,1,1,3,32,0,4,7,4,18,0,0,0,150057,4900
C,2014,< 1 year,7,65000,76.2,20.3,0,113,1,1,0,9,0,4,8,5,16,0,0,0,46458,15300
C,2014,4 years,3,85000,83.4,11.85,0,166,11,11,1,86,1,4,7,4,10,0,0,0,287126,7700
A,2014,10+ years,3,50000,76.8,2.5,0,34,8,8,1,22,0,2,2,2,4,0,0,0,262972,4000
C,2014,6 years,6,38000,30.9,18.32,1,92,2,2,0,2,1,2,5,4,11,0,0,0,28232,6300
A,2014,2 years,1,59000,28.2,13.91,1,240,6,6,0,6,0,4,16,4,11,0,0,0,36747,38700
A,2014,< 1 year,6,40000,40.6,22.23,1,389,1,1,2,1,0,4,15,5,18,0,0,0,179213,24200
A,2014,10+ years,8,50000,15,25.59,0,185,4,4,0,4,0,3,13,3,14,0,0,0,38198,15500
B,2014,10+ years,0,240000,93.8,12.42,0,160,27,26,4,27,0,4,20,4,18,0,0,0,520512,35200
A,2014,10+ years,3,75000,81.1,25.17,0,217,4,4,3,67,0,6,11,6,8,0,0,0,222788,58000
A,2014,< 1 year,2,25000,16.4,15.64,0,248,14,14,0,14,0,3,8,6,9,0,0,0,15756,60200
B,2014,10+ years,1,50000,96.5,39.46,0,207,73,20,0,73,0,5,3,5,8,0,0,0,37445,23900
A,2014,5 years,2,62300,51.7,38.26,1,226,5,5,0,41,0,3,18,3,13,0,0,0,87602,25600
A,2014,4 years,0,109000,40.3,17.49,0,399,27,27,3,114,0,3,2,3,8,0,0,0,148798,15100
C,2014,5 years,2,60000,76.2,8.4,0,61,2,2,0,2,0,5,1,5,7,0,0,0,12695,8900
F,2014,10+ years,2,86000,96.5,27.97,0,249,19,3,0,19,0,7,2,7,13,0,0,0,71060,43900
B,2014,10+ years,4,84000,74.3,21.16,0,320,1,1,0,26,0,3,6,4,14,0,0,0,59383,12100
B,2014,10+ years,3,35000,82.8,14.47,0,149,22,22,0,22,2,6,0,6,12,0,0,0,10096,9100
A,2014,10+ years,3,134000,73.4,17.53,0,305,16,16,3,16,0,4,6,6,11,0,0,0,469658,53100
E,2014,5 years,7,26000,67.3,26.41,0,72,14,3,0,14,3,3,10,3,7,0,0,122.12,18765,2100
C,2014,6 years,6,38000,63.7,19.17,0,48,2,2,0,10,0,1,4,4,7,0,0,0,27923,4600
B,2014,4 years,3,38000,95.4,22.46,0,257,24,12,0,77,0,4,7,5,12,0,0,0,15924,8400
B,2014,10+ years,1,60000,43,5.74,1,177,3,3,0,3,0,1,3,2,5,0,1,0,7002,4000
A,2014,5 years,0,40000,40.2,10.5,0,171,30,30,0,30,0,4,0,7,7,0,0,0,13423,33400
D,2014,10+ years,9,225000,59.3,21.15,2,151,8,4,5,8,2,1,11,1,11,0,0,0,146202,1300
C,2014,8 years,3,60000,62,25.12,2,121,17,4,0,17,0,6,28,6,17,0,0,0,86631,5000
B,2014,10+ years,5,50000,97.6,16.51,0,238,13,3,1,13,1,1,5,1,4,0,0,0,105781,6000
C,2014,10+ years,6,120000,67,13.63,0,278,2,2,0,25,0,2,6,2,9,0,0,0,35492,2200
C,2014,< 1 year,6,31200,100.7,28.81,0,112,3,3,2,96,0,1,5,2,8,0,0,0,117550,4000
B,2014,1 year,5,30000,26.3,12.85,0,112,1,1,0,1,0,3,5,9,15,0,0,0,50341,19600
A,2014,10+ years,3,95000,33.3,15.73,1,343,6,6,5,30,0,4,6,4,12,1,1,0,205785,22600
B,2014,10+ years,3,150000,97.2,33.32,0,247,23,2,1,23,0,7,13,7,18,0,0,0,450858,52900
A,2014,< 1 year,4,70000,33.4,10.41,1,56,3,3,2,3,0,4,3,4,9,1,1,0,174427,6000
C,2014,1 year,3,35500,92.3,15.38,0,57,12,12,1,12,0,3,2,3,5,0,0,0,81918,10200
A,2014,6 years,6,36500,32.3,27.82,0,118,8,8,0,9,0,4,8,6,15,0,0,0,24063,41300
B,2014,2 years,3,65000,98.3,18.59,1,88,14,5,1,14,0,2,17,2,16,0,0,0,271676,15500
D,2014,10+ years,5,105000,79.4,9.01,0,309,4,4,4,4,0,5,2,7,9,0,0,0,265021,43900
D,2014,10+ years,2,55547,100.3,7.15,0,53,22,22,0,22,0,5,2,5,6,0,0,0,11427,10300
A,2014,< 1 year,7,72000,62.6,18.77,2,88,2,2,2,2,1,6,3,7,14,0,0,0,142388,12800
B,2014,6 years,4,52251,74.4,26.02,0,231,16,16,6,48,0,4,34,4,29,0,0,421.58,193897,14400
D,2014,< 1 year,2,7956,39,7.54,1,28,3,3,0,3,0,2,2,3,4,0,0,0,32954,2600
C,2014,2 years,5,40000,37.4,29.46,1,79,6,6,0,19,0,4,3,8,14,0,0,0,45771,15000
A,2014,10+ years,6,75000,26.9,15.56,0,98,7,7,2,11,0,2,30,4,19,1,1,0,165390,9700
B,2014,2 years,1,36000,83.5,11.33,0,116,43,3,1,43,0,2,8,3,13,0,0,0,176763,8900
B,2014,< 1 year,0,185000,52.9,10.4,0,176,45,45,2,45,0,1,6,3,4,0,0,0,57274,26800
D,2014,3 years,10,26200,93.8,26.89,1,109,4,4,1,4,0,4,18,4,21,0,0,0,174294,10400
B,2014,1 year,2,96000,98.1,17.05,1,150,15,15,1,18,0,3,12,3,8,0,0,0,62618,18000
A,2014,5 years,4,92196,40.2,16.53,1,384,7,7,7,7,0,7,11,10,18,0,0,0,254317,90100
B,2014,3 years,5,47000,55.4,27.41,1,114,1,1,0,14,0,4,3,5,11,0,0,0,37762,13800
B,2014,< 1 year,6,53040,21,30.63,0,164,31,6,4,32,0,1,11,2,9,0,0,0,191595,15400
C,2014,10+ years,3,80000,93.7,17.75,0,256,8,8,2,8,0,7,14,8,14,0,0,0,155738,22300
A,2014,< 1 year,2,65000,0,15.06,1,305,2,2,0,2,0,0,8,4,11,0,0,466.71,37583,28300
B,2014,1 year,5,52500,21.3,24.48,0,241,13,11,0,13,1,6,4,8,12,0,0,0,44617,53600
B,2014,10+ years,4,43000,99.3,31.52,1,187,16,6,2,16,0,3,7,3,9,0,0,0,102036,4100
A,2014,< 1 year,9,142000,9.3,3.43,1,79,2,2,1,2,0,2,4,6,11,0,0,0,80103,48000
C,2014,3 years,2,95000,61.5,6.13,0,186,22,14,0,22,2,5,3,5,8,0,0,0,12355,7100
A,2014,10+ years,4,82000,33.3,18.29,0,106,19,19,1,19,0,5,4,7,14,0,0,0,229960,60100
A,2014,< 1 year,3,30000,66.4,11.28,0,87,22,12,0,22,0,5,7,6,13,0,0,0,68025,9400
C,2014,5 years,4,185000,98.7,23.96,0,168,69,7,4,69,3,5,19,5,12,0,1,0,663443,6800
A,2014,< 1 year,3,50000,12.2,33.85,0,118,3,2,1,3,0,3,4,4,11,0,0,0,91167,14800
B,2014,3 years,5,60000,32.8,17.17,0,178,2,2,3,2,0,6,11,7,16,0,0,0,261570,41700
A,2014,10+ years,4,80000,32.2,8.78,0,142,10,8,7,10,0,3,6,4,12,0,0,0,374598,32700
C,2014,10+ years,4,70000,64.8,15.31,0,150,5,5,0,15,0,3,2,4,8,0,0,0,34045,29500
C,2014,7 years,3,49000,84.9,18.91,0,145,17,10,0,17,0,3,10,3,8,0,0,0,21009,15100
C,2014,8 years,4,70000,79.7,10.4,0,66,9,9,0,9,0,3,1,3,9,0,0,0,26557,6300
A,2014,10+ years,2,84000,90.1,26.33,0,214,14,2,3,52,0,5,10,6,16,0,0,0,271844,34300
C,2014,1 year,1,75000,72.9,9.73,0,209,50,7,8,50,5,2,7,2,7,0,0,0,220056,7100
B,2014,7 years,8,74000,39.4,11.56,1,235,9,4,6,10,0,4,8,4,13,1,2,0,22116,14000
B,2014,4 years,2,60000,55.5,5.73,1,132,6,6,0,44,1,3,6,3,9,0,0,0,4513,4000
B,2014,4 years,6,60000,37.3,13.84,0,100,14,3,1,14,0,2,7,4,12,0,0,0,132602,13300
E,2014,7 years,6,47500,7,29.27,0,101,14,11,0,50,0,1,11,1,7,0,0,0,48842,500
A,2014,9 years,5,139000,73,12.23,1,183,6,3,6,60,2,2,13,2,9,0,0,0,160970,2000
A,2014,2 years,6,61000,14.3,29.28,0,160,10,4,0,25,0,2,17,6,17,0,0,0,75182,24500
D,2014,10+ years,2,65000,75.4,23.98,0,179,9,9,6,9,0,7,8,7,10,0,0,0,306680,46500
C,2014,8 years,4,50000,65,20.04,0,162,10,6,0,20,0,1,4,1,5,0,0,0,23219,1000
A,2014,2 years,3,94000,47.5,18.71,1,190,14,14,2,32,1,7,6,12,20,0,0,0,380940,75300
E,2014,6 years,3,95000,68,8.67,0,200,9,9,3,13,3,8,9,8,14,2,3,0,28333,28900
D,2014,4 years,3,39000,82.4,31.26,0,117,11,8,0,11,0,2,3,2,7,0,0,0,30609,4700
B,2014,< 1 year,4,50000,53.3,24.34,0,144,2,2,0,11,0,2,7,4,15,0,0,0,48817,6000
A,2014,5 years,5,64148,32.5,27.39,1,148,3,3,2,101,0,2,18,3,14,0,0,0,163930,30300
B,2014,3 years,8,120000,11.1,16,1,219,9,9,3,15,0,5,25,12,25,0,0,0,168464,54200
C,2014,6 years,3,152000,43,6.32,0,126,8,4,1,8,2,2,3,5,8,0,0,0,503011,19500
E,2014,4 years,3,40000,84.3,38.88,0,78,9,9,1,9,0,2,7,3,12,1,1,0,65048,6000
